period,period_type,period_start,period_end,source,category_id,tag_count,total_reviews,rate_pct,adequate_volume,is_current_partial,in_recent_window,scope,rolling_baseline_rate_pct,flagged_spike,flagged_decline,verdict
2021-11,month,2021-11,2021-11,google_play,crashes_freezes,2,35,5.714,True,False,False,google_play,,False,False,
2021-11,month,2021-11,2021-11,google_play,data_sync_delays,6,35,17.143,True,False,False,google_play,,False,False,
2021-11,month,2021-11,2021-11,google_play,device_rendering_bugs,0,35,0.0,True,False,False,google_play,,False,False,
2021-11,month,2021-11,2021-11,google_play,ecg_bp_feature_reliability,0,35,0.0,True,False,False,google_play,,False,False,
2021-11,month,2021-11,2021-11,google_play,english_jargon_complexity,0,35,0.0,True,False,False,google_play,,False,False,
2021-11,month,2021-11,2021-11,google_play,feature_ui_friction,1,35,2.857,True,False,False,google_play,,False,False,
2021-11,month,2021-11,2021-11,google_play,metric_accuracy,1,35,2.857,True,False,False,google_play,,False,False,
2021-11,month,2021-11,2021-11,google_play,missing_activity_types,1,35,2.857,True,False,False,google_play,,False,False,
2021-11,month,2021-11,2021-11,google_play,missing_language_support,0,35,0.0,True,False,False,google_play,,False,False,
2021-11,month,2021-11,2021-11,google_play,missing_metrics,1,35,2.857,True,False,False,google_play,,False,False,
2021-11,month,2021-11,2021-11,google_play,notification_community_issues,1,35,2.857,True,False,False,google_play,,False,False,
2021-11,month,2021-11,2021-11,google_play,onboarding_pairing,1,35,2.857,True,False,False,google_play,,False,False,
2021-11,month,2021-11,2021-11,google_play,ongoing_disconnects,21,35,60.0,True,False,False,google_play,,False,False,
2021-11,month,2021-11,2021-11,google_play,personalization_use_case_fit,1,35,2.857,True,False,False,google_play,,False,False,
2021-11,month,2021-11,2021-11,google_play,plan_trial_structure,1,35,2.857,True,False,False,google_play,,False,False,
2021-11,month,2021-11,2021-11,google_play,price_value_perception,6,35,17.143,True,False,False,google_play,,False,False,
2021-11,month,2021-11,2021-11,google_play,redesign_regression,0,35,0.0,True,False,False,google_play,,False,False,
2021-11,month,2021-11,2021-11,google_play,sleep_accuracy,2,35,5.714,True,False,False,google_play,,False,False,
2021-11,month,2021-11,2021-11,google_play,sleep_alarm_ui,0,35,0.0,True,False,False,google_play,,False,False,
2021-11,month,2021-11,2021-11,google_play,sleep_satisfaction,0,35,0.0,True,False,False,google_play,,False,False,
2021-11,month,2021-11,2021-11,google_play,strap_clasp_durability,0,35,0.0,True,False,False,google_play,,False,False,
2021-11,month,2021-11,2021-11,google_play,support_resolution_quality,5,35,14.286,True,False,False,google_play,,False,False,
2021-11,month,2021-11,2021-11,google_play,support_responsiveness,8,35,22.857,True,False,False,google_play,,False,False,
2021-11,month,2021-11,2021-11,google_play,support_satisfaction,1,35,2.857,True,False,False,google_play,,False,False,
2021-11,month,2021-11,2021-11,google_play,third_party_integration,0,35,0.0,True,False,False,google_play,,False,False,
2021-11,month,2021-11,2021-11,google_play,update_failures,3,35,8.571,True,False,False,google_play,,False,False,
2021-11,month,2021-11,2021-11,google_play,upsell_pressure,0,35,0.0,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,ai_coach,0,39,0.0,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,app_stability,8,39,20.513,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,customer_support,8,39,20.513,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,data_accuracy,3,39,7.692,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,feature_requests,1,39,2.564,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,hardware_wearability,11,39,28.205,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,health_signal_reliability,0,39,0.0,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,localization,0,39,0.0,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,platform_parity,1,39,2.564,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,pricing_billing,6,39,15.385,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,sleep_tracking,7,39,17.949,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,sync_connectivity,23,39,58.974,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,ui_ux,2,39,5.128,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,activity_detection,2,39,5.128,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,ai_autonomy,0,39,0.0,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,ai_only_support_channel,0,39,0.0,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,ai_positive_reception,0,39,0.0,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,ai_reliability_bugs,0,39,0.0,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,android_feature_gaps,0,39,0.0,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,android_specific_bugs,1,39,2.564,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,battery_life,5,39,12.821,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,billing_disputes,1,39,2.564,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,build_quality_perception,8,39,20.513,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,cardiac_detection_trust,0,39,0.0,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,comfort_fit,0,39,0.0,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,crashes_freezes,5,39,12.821,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,data_sync_delays,13,39,33.333,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,device_rendering_bugs,0,39,0.0,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,ecg_bp_feature_reliability,0,39,0.0,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,english_jargon_complexity,0,39,0.0,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,feature_ui_friction,2,39,5.128,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,metric_accuracy,1,39,2.564,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,missing_activity_types,0,39,0.0,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,missing_language_support,0,39,0.0,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,missing_metrics,0,39,0.0,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,notification_community_issues,0,39,0.0,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,onboarding_pairing,1,39,2.564,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,ongoing_disconnects,15,39,38.462,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,personalization_use_case_fit,1,39,2.564,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,plan_trial_structure,0,39,0.0,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,price_value_perception,5,39,12.821,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,redesign_regression,0,39,0.0,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,sleep_accuracy,5,39,12.821,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,sleep_alarm_ui,0,39,0.0,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,sleep_satisfaction,2,39,5.128,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,strap_clasp_durability,2,39,5.128,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,support_resolution_quality,6,39,15.385,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,support_responsiveness,1,39,2.564,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,support_satisfaction,2,39,5.128,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,third_party_integration,0,39,0.0,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,update_failures,5,39,12.821,True,False,False,google_play,,False,False,
2021-12,month,2021-12,2021-12,google_play,upsell_pressure,0,39,0.0,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,ai_coach,0,46,0.0,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,app_stability,9,46,19.565,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,customer_support,8,46,17.391,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,data_accuracy,4,46,8.696,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,feature_requests,2,46,4.348,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,hardware_wearability,12,46,26.087,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,health_signal_reliability,0,46,0.0,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,localization,0,46,0.0,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,platform_parity,2,46,4.348,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,pricing_billing,7,46,15.217,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,sleep_tracking,6,46,13.043,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,sync_connectivity,21,46,45.652,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,ui_ux,1,46,2.174,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,activity_detection,0,46,0.0,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,ai_autonomy,0,46,0.0,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,ai_only_support_channel,2,46,4.348,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,ai_positive_reception,0,46,0.0,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,ai_reliability_bugs,0,46,0.0,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,android_feature_gaps,0,46,0.0,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,android_specific_bugs,2,46,4.348,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,battery_life,4,46,8.696,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,billing_disputes,4,46,8.696,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,build_quality_perception,9,46,19.565,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,cardiac_detection_trust,0,46,0.0,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,comfort_fit,0,46,0.0,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,crashes_freezes,8,46,17.391,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,data_sync_delays,9,46,19.565,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,device_rendering_bugs,0,46,0.0,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,ecg_bp_feature_reliability,0,46,0.0,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,english_jargon_complexity,0,46,0.0,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,feature_ui_friction,0,46,0.0,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,metric_accuracy,4,46,8.696,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,missing_activity_types,0,46,0.0,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,missing_language_support,0,46,0.0,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,missing_metrics,2,46,4.348,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,notification_community_issues,1,46,2.174,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,onboarding_pairing,3,46,6.522,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,ongoing_disconnects,14,46,30.435,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,personalization_use_case_fit,0,46,0.0,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,plan_trial_structure,0,46,0.0,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,price_value_perception,4,46,8.696,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,redesign_regression,0,46,0.0,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,sleep_accuracy,1,46,2.174,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,sleep_alarm_ui,1,46,2.174,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,sleep_satisfaction,4,46,8.696,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,strap_clasp_durability,0,46,0.0,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,support_resolution_quality,4,46,8.696,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,support_responsiveness,2,46,4.348,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,support_satisfaction,0,46,0.0,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,third_party_integration,1,46,2.174,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,update_failures,2,46,4.348,True,False,False,google_play,,False,False,
2022-01,month,2022-01,2022-01,google_play,upsell_pressure,0,46,0.0,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,ai_coach,0,55,0.0,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,app_stability,8,55,14.545,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,customer_support,15,55,27.273,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,data_accuracy,6,55,10.909,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,feature_requests,5,55,9.091,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,hardware_wearability,11,55,20.0,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,health_signal_reliability,0,55,0.0,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,localization,0,55,0.0,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,platform_parity,6,55,10.909,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,pricing_billing,14,55,25.455,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,sleep_tracking,10,55,18.182,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,sync_connectivity,25,55,45.455,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,ui_ux,6,55,10.909,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,activity_detection,2,55,3.636,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,ai_autonomy,0,55,0.0,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,ai_only_support_channel,0,55,0.0,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,ai_positive_reception,0,55,0.0,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,ai_reliability_bugs,0,55,0.0,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,android_feature_gaps,0,55,0.0,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,android_specific_bugs,6,55,10.909,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,battery_life,1,55,1.818,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,billing_disputes,6,55,10.909,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,build_quality_perception,8,55,14.545,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,cardiac_detection_trust,0,55,0.0,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,comfort_fit,2,55,3.636,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,crashes_freezes,4,55,7.273,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,data_sync_delays,7,55,12.727,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,device_rendering_bugs,0,55,0.0,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,ecg_bp_feature_reliability,0,55,0.0,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,english_jargon_complexity,0,55,0.0,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,feature_ui_friction,1,55,1.818,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,metric_accuracy,5,55,9.091,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,missing_activity_types,1,55,1.818,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,missing_language_support,0,55,0.0,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,missing_metrics,2,55,3.636,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,notification_community_issues,2,55,3.636,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,onboarding_pairing,4,55,7.273,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,ongoing_disconnects,16,55,29.091,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,personalization_use_case_fit,2,55,3.636,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,plan_trial_structure,1,55,1.818,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,price_value_perception,11,55,20.0,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,redesign_regression,3,55,5.455,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,sleep_accuracy,6,55,10.909,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,sleep_alarm_ui,1,55,1.818,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,sleep_satisfaction,3,55,5.455,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,strap_clasp_durability,1,55,1.818,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,support_resolution_quality,11,55,20.0,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,support_responsiveness,4,55,7.273,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,support_satisfaction,0,55,0.0,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,third_party_integration,2,55,3.636,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,update_failures,5,55,9.091,True,False,False,google_play,,False,False,
2022-02_to_2022-03,multi_month,2022-02,2022-03,google_play,upsell_pressure,1,55,1.818,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,ai_coach,0,47,0.0,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,app_stability,13,47,27.66,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,customer_support,3,47,6.383,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,data_accuracy,9,47,19.149,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,feature_requests,2,47,4.255,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,hardware_wearability,5,47,10.638,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,health_signal_reliability,0,47,0.0,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,localization,1,47,2.128,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,platform_parity,5,47,10.638,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,pricing_billing,15,47,31.915,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,sleep_tracking,6,47,12.766,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,sync_connectivity,12,47,25.532,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,ui_ux,8,47,17.021,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,activity_detection,3,47,6.383,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,ai_autonomy,0,47,0.0,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,ai_only_support_channel,1,47,2.128,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,ai_positive_reception,0,47,0.0,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,ai_reliability_bugs,0,47,0.0,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,android_feature_gaps,3,47,6.383,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,android_specific_bugs,2,47,4.255,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,battery_life,3,47,6.383,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,billing_disputes,5,47,10.638,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,build_quality_perception,1,47,2.128,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,cardiac_detection_trust,0,47,0.0,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,comfort_fit,1,47,2.128,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,crashes_freezes,9,47,19.149,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,data_sync_delays,6,47,12.766,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,device_rendering_bugs,1,47,2.128,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,ecg_bp_feature_reliability,0,47,0.0,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,english_jargon_complexity,1,47,2.128,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,feature_ui_friction,2,47,4.255,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,metric_accuracy,7,47,14.894,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,missing_activity_types,0,47,0.0,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,missing_language_support,0,47,0.0,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,missing_metrics,1,47,2.128,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,notification_community_issues,2,47,4.255,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,onboarding_pairing,3,47,6.383,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,ongoing_disconnects,5,47,10.638,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,personalization_use_case_fit,0,47,0.0,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,plan_trial_structure,0,47,0.0,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,price_value_perception,12,47,25.532,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,redesign_regression,3,47,6.383,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,sleep_accuracy,3,47,6.383,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,sleep_alarm_ui,2,47,4.255,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,sleep_satisfaction,2,47,4.255,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,strap_clasp_durability,1,47,2.128,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,support_resolution_quality,2,47,4.255,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,support_responsiveness,2,47,4.255,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,support_satisfaction,0,47,0.0,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,third_party_integration,1,47,2.128,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,update_failures,5,47,10.638,True,False,False,google_play,,False,False,
2022-04_to_2022-05,multi_month,2022-04,2022-05,google_play,upsell_pressure,0,47,0.0,True,False,False,google_play,,False,False,
2022-06_to_2022-07,multi_month,2022-06,2022-07,google_play,ai_coach,0,41,0.0,True,False,False,google_play,,False,False,
2022-06_to_2022-07,multi_month,2022-06,2022-07,google_play,app_stability,2,41,4.878,True,False,False,google_play,,False,False,
2022-06_to_2022-07,multi_month,2022-06,2022-07,google_play,customer_support,7,41,17.073,True,False,False,google_play,,False,False,
2022-06_to_2022-07,multi_month,2022-06,2022-07,google_play,data_accuracy,5,41,12.195,True,False,False,google_play,,False,False,
2022-06_to_2022-07,multi_month,2022-06,2022-07,google_play,feature_requests,5,41,12.195,True,False,False,google_play,,False,False,
2022-06_to_2022-07,multi_month,2022-06,2022-07,google_play,hardware_wearability,3,41,7.317,True,False,False,google_play,,False,False,
